


                                __________________________________________
                               |                                          |
                               | NUMERICAL ELECTROMAGNETICS CODE (nec2++) |
                               | Implemented in 'C++' in Double Precision |
                               |        Version 1.7.5 [Nov 13 2025]        |
                               |__________________________________________|



                               ---------------- COMMENTS ----------------
                                NEC-4 gives impedance at source of -61.4 + j621
                                NEC-2 reports a believable 14.8 + j105 ohms.
                               



                                -------- STRUCTURE SPECIFICATION --------
                                COORDINATES MUST BE INPUT IN
                                METERS OR BE SCALED TO METERS
                                BEFORE STRUCTURE INPUT IS ENDED
  WIRE                                                                                 SEG FIRST  LAST  TAG
   No:        X1         Y1         Z1         X2         Y2         Z2       RADIUS   No:   SEG   SEG  No:
    84    0.0000   49.0946    0.1524    2.3949    0.0000   90.0000    0.0008    83    84     0     4
    85    0.0000   -1.1974    0.1524    2.3949    0.0000  -90.0000    0.0008    63    85    86     5
    86    0.0000   -3.5923    0.1524    2.3949    0.0000  -90.0000    0.0008    85    86    87     5
    87    0.0000   -5.9871    0.1524    2.3949    0.0000  -90.0000    0.0008    86    87    88     5
    88    0.0000   -8.3820    0.1524    2.3949    0.0000  -90.0000    0.0008    87    88    89     5
    89    0.0000  -10.7769    0.1524    2.3949    0.0000  -90.0000    0.0008    88    89    90     5
    90    0.0000  -13.1717    0.1524    2.3949    0.0000  -90.0000    0.0008    89    90    91     5
    91    0.0000  -15.5666    0.1524    2.3949    0.0000  -90.0000    0.0008    90    91    92     5
    92    0.0000  -17.9614    0.1524    2.3949    0.0000  -90.0000    0.0008    91    92    93     5
    93    0.0000  -20.3563    0.1524    2.3949    0.0000  -90.0000    0.0008    92    93    94     5
    94    0.0000  -22.7511    0.1524    2.3949    0.0000  -90.0000    0.0008    93    94    95     5
    95    0.0000  -25.1460    0.1524    2.3949    0.0000  -90.0000    0.0008    94    95    96     5
    96    0.0000  -27.5409    0.1524    2.3949    0.0000  -90.0000    0.0008    95    96    97     5
    97    0.0000  -29.9357    0.1524    2.3949    0.0000  -90.0000    0.0008    96    97    98     5
    98    0.0000  -32.3306    0.1524    2.3949    0.0000  -90.0000    0.0008    97    98    99     5
    99    0.0000  -34.7254    0.1524    2.3949    0.0000  -90.0000    0.0008    98    99   100     5
   100    0.0000  -37.1203    0.1524    2.3949    0.0000  -90.0000    0.0008    99   100   101     5
   101    0.0000  -39.5151    0.1524    2.3949    0.0000  -90.0000    0.0008   100   101   102     5
   102    0.0000  -41.9100    0.1524    2.3949    0.0000  -90.0000    0.0008   101   102   103     5
   103    0.0000  -44.3049    0.1524    2.3949    0.0000  -90.0000    0.0008   102   103   104     5
   104    0.0000  -46.6997    0.1524    2.3949    0.0000  -90.0000    0.0008   103   104   105     5
   105    0.0000  -49.0946    0.1524    2.3949    0.0000  -90.0000    0.0008   104   105     0     5



*****  DATA CARD N0.   1 FR   0     1     0     0  1.83000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
*****  DATA CARD N0.   2 GN   2     0     0     0  8.10000E+01  5.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
*****  DATA CARD N0.   3 EX   0     3    21     0  1.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
*****  DATA CARD N0.   4 XQ   0     0     0     0  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00


                               --------- FREQUENCY --------
                               FREQUENCY=  1.8300E+00 MHZ
                               WAVELENGTH= 1.6382E+02 METERS


                        APPROXIMATE INTEGRATION EMPLOYED FOR SEGMENTS
                        THAT ARE MORE THAN 1.000 WAVELENGTHS APART
WARNING- SEGMENT[0] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[1] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[2] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[3] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[4] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[5] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[6] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[7] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[8] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[9] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[10] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[11] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[12] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[13] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[14] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[15] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[16] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[17] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[18] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[19] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[20] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[21] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[22] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[23] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[24] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[25] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[26] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[27] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[28] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[29] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[30] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[31] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[32] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[33] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[34] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[35] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[36] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[37] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[38] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[39] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[40] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[41] LENGTH TOO SMALL (0.004518)
WARNING- SEGMENT[42] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[43] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[44] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[45] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[46] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[47] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[48] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[49] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[50] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[51] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[52] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[53] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[54] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[55] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[56] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[57] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[58] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[59] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[60] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[61] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[62] LENGTH TOO SMALL (0.004386)
WARNING- SEGMENT[63] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[64] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[65] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[66] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[67] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[68] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[69] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[70] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[71] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[72] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[73] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[74] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[75] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[76] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[77] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[78] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[79] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[80] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[81] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[82] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[83] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[84] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[85] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[86] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[87] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[88] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[89] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[90] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[91] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[92] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[93] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[94] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[95] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[96] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[97] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[98] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[99] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[100] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[101] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[102] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[103] LENGTH TOO SMALL (0.014619)
WARNING- SEGMENT[104] LENGTH TOO SMALL (0.014619)



                          ------ STRUCTURE IMPEDANCE LOADING ------
                                 THIS STRUCTURE IS NOT LOADED



                            -------- ANTENNA ENVIRONMENT --------
                            FINITE GROUND - SOMMERFELD SOLUTION

                            RELATIVE DIELECTRIC CONST: 81.000
                            CONDUCTIVITY:  5.000E+00 MHOS/METER
                            COMPLEX DIELECTRIC CONSTANT:  8.1000E+01-4.9113E+04jROM2 -- STEP SIZE LIMITED AT Z = -1.34142E-03
ROM2 -- STEP SIZE LIMITED AT Z = -2.82405E-04
ROM2 -- STEP SIZE LIMITED AT Z =  7.76612E-04
ROM2 -- STEP SIZE LIMITED AT Z =  1.83563E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.62383E-03
ROM2 -- STEP SIZE LIMITED AT Z = -5.64809E-04
ROM2 -- STEP SIZE LIMITED AT Z = -5.29508E-04
ROM2 -- STEP SIZE LIMITED AT Z =  2.22394E-03
ROM2 -- STEP SIZE LIMITED AT Z = -2.25924E-03
ROM2 -- STEP SIZE LIMITED AT Z =  5.29508E-04
ROM2 -- STEP SIZE LIMITED AT Z =  1.58853E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.87093E-03
ROM2 -- STEP SIZE LIMITED AT Z = -8.11913E-04
ROM2 -- STEP SIZE LIMITED AT Z =  2.47104E-04
ROM2 -- STEP SIZE LIMITED AT Z =  1.30612E-03
ROM2 -- STEP SIZE LIMITED AT Z = -5.13935E-03
ROM2 -- STEP SIZE LIMITED AT Z = -5.71039E-04
ROM2 -- STEP SIZE LIMITED AT Z =  3.88306E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -6.16722E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.71312E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.59891E-03
ROM2 -- STEP SIZE LIMITED AT Z =  2.85519E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -7.19509E-03
ROM2 -- STEP SIZE LIMITED AT Z = -2.74099E-03
ROM2 -- STEP SIZE LIMITED AT Z =  1.82732E-03
ROM2 -- STEP SIZE LIMITED AT Z =  6.28142E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -3.76885E-03
ROM2 -- STEP SIZE LIMITED AT Z =  6.85246E-04
ROM2 -- STEP SIZE LIMITED AT Z =  7.99454E-04
ROM2 -- STEP SIZE LIMITED AT Z =  5.25355E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -4.79672E-03
ROM2 -- STEP SIZE LIMITED AT Z = -3.42623E-04
ROM2 -- STEP SIZE LIMITED AT Z =  4.22569E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -5.93880E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.37049E-03
ROM2 -- STEP SIZE LIMITED AT Z =  3.08361E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -6.96667E-03
ROM2 -- STEP SIZE LIMITED AT Z = -2.39836E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z =  3.88306E-03
ROM2 -- STEP SIZE LIMITED AT Z = -5.71039E-04
ROM2 -- STEP SIZE LIMITED AT Z = -5.13935E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
